city,temperature,humidity,weather_main,weather_description,wind_speed,api_timestamp,ingestion_timestamp,processing_timestamp
Warsaw,7.63,64,Clear,clear sky,2.57,2026-03-02 20:29:52.000000 UTC,2026-03-02 20:36:54.311158 UTC,2026-03-02 19:36:54.314063 UTC
Krakow,5.55,35,Clear,clear sky,1.03,2026-03-02 20:27:39.000000 UTC,2026-03-02 20:36:55.252205 UTC,2026-03-02 19:36:55.255215 UTC
Lodz,7.17,69,Clouds,scattered clouds,2.25,2026-03-02 20:30:49.000000 UTC,2026-03-02 20:36:56.222107 UTC,2026-03-02 19:36:56.225028 UTC
Wroclaw,8.15,67,Clear,clear sky,2.68,2026-03-02 20:25:18.000000 UTC,2026-03-02 20:36:57.174360 UTC,2026-03-02 19:36:57.177059 UTC
Poznan,5.15,87,Clear,clear sky,1.03,2026-03-02 20:23:53.000000 UTC,2026-03-02 20:36:58.109497 UTC,2026-03-02 19:36:58.112399 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:24:31.000000 UTC,2026-03-02 20:36:59.050972 UTC,2026-03-02 19:36:59.053855 UTC
Szczecin,6.91,86,Clouds,overcast clouds,2.24,2026-03-02 20:26:59.000000 UTC,2026-03-02 20:36:59.989561 UTC,2026-03-02 19:36:59.992059 UTC
Bydgoszcz,7.09,73,Clear,clear sky,1.03,2026-03-02 20:25:38.000000 UTC,2026-03-02 20:37:00.930154 UTC,2026-03-02 19:37:00.932824 UTC
Lublin,5.14,88,Clouds,few clouds,4.92,2026-03-02 20:23:06.000000 UTC,2026-03-02 20:37:01.875820 UTC,2026-03-02 19:37:01.878643 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.34,2026-03-02 20:23:07.000000 UTC,2026-03-02 20:37:02.821936 UTC,2026-03-02 19:37:02.824759 UTC
Warsaw,7.63,64,Clear,clear sky,2.57,2026-03-02 20:29:52.000000 UTC,2026-03-02 20:38:03.754260 UTC,2026-03-02 19:38:03.757208 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:38:04.700249 UTC,2026-03-02 19:38:04.703097 UTC
Lodz,7.17,69,Clouds,scattered clouds,2.25,2026-03-02 20:30:49.000000 UTC,2026-03-02 20:38:05.643867 UTC,2026-03-02 19:38:05.646587 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:38:06.594210 UTC,2026-03-02 19:38:06.597009 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:38:07.528839 UTC,2026-03-02 19:38:07.531322 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:38:08.468146 UTC,2026-03-02 19:38:08.470920 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:38:09.421073 UTC,2026-03-02 19:38:09.424096 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:38:10.376470 UTC,2026-03-02 19:38:10.379292 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:38:11.347173 UTC,2026-03-02 19:38:11.349416 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:38:12.306397 UTC,2026-03-02 19:38:12.308863 UTC
Warsaw,7.63,64,Clear,clear sky,2.57,2026-03-02 20:29:52.000000 UTC,2026-03-02 20:39:13.262276 UTC,2026-03-02 19:39:13.265192 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:39:14.193581 UTC,2026-03-02 19:39:14.196501 UTC
Lodz,7.17,69,Clouds,scattered clouds,2.25,2026-03-02 20:30:49.000000 UTC,2026-03-02 20:39:15.133319 UTC,2026-03-02 19:39:15.136167 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:39:16.070170 UTC,2026-03-02 19:39:16.072920 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:39:17.011209 UTC,2026-03-02 19:39:17.014062 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:39:17.947363 UTC,2026-03-02 19:39:17.950430 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:39:18.915107 UTC,2026-03-02 19:39:18.918134 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:39:19.859046 UTC,2026-03-02 19:39:19.861760 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:39:20.787818 UTC,2026-03-02 19:39:20.790503 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:39:21.715844 UTC,2026-03-02 19:39:21.718476 UTC
Warsaw,7.63,64,Clear,clear sky,2.57,2026-03-02 20:29:52.000000 UTC,2026-03-02 20:40:22.644630 UTC,2026-03-02 19:40:22.647428 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:40:23.572452 UTC,2026-03-02 19:40:23.575147 UTC
Lodz,7.17,69,Clouds,scattered clouds,2.25,2026-03-02 20:30:49.000000 UTC,2026-03-02 20:40:24.506266 UTC,2026-03-02 19:40:24.508872 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:40:25.452296 UTC,2026-03-02 19:40:25.454999 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:40:26.441407 UTC,2026-03-02 19:40:26.444366 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:40:27.375065 UTC,2026-03-02 19:40:27.377768 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:40:28.304000 UTC,2026-03-02 19:40:28.306197 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:40:29.241682 UTC,2026-03-02 19:40:29.244582 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:40:30.187770 UTC,2026-03-02 19:40:30.190557 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:40:31.123580 UTC,2026-03-02 19:40:31.126258 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:41:32.071581 UTC,2026-03-02 19:41:32.074428 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:41:33.015876 UTC,2026-03-02 19:41:33.018843 UTC
Lodz,7.17,69,Clouds,scattered clouds,2.25,2026-03-02 20:30:49.000000 UTC,2026-03-02 20:41:33.957296 UTC,2026-03-02 19:41:33.959944 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:41:34.901731 UTC,2026-03-02 19:41:34.904576 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:41:35.852279 UTC,2026-03-02 19:41:35.854787 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:41:36.797497 UTC,2026-03-02 19:41:36.800242 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:41:37.737843 UTC,2026-03-02 19:41:37.740690 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:41:38.690210 UTC,2026-03-02 19:41:38.692605 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:41:39.618059 UTC,2026-03-02 19:41:39.620885 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:41:40.552222 UTC,2026-03-02 19:41:40.554945 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:42:41.505265 UTC,2026-03-02 19:42:41.508352 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:42:42.436846 UTC,2026-03-02 19:42:42.439393 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:42:43.380931 UTC,2026-03-02 19:42:43.382963 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:42:44.317524 UTC,2026-03-02 19:42:44.320414 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:42:45.247942 UTC,2026-03-02 19:42:45.250724 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:42:46.188038 UTC,2026-03-02 19:42:46.190738 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:42:47.120853 UTC,2026-03-02 19:42:47.123632 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:42:48.064629 UTC,2026-03-02 19:42:48.067366 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:42:49.004762 UTC,2026-03-02 19:42:49.007732 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:42:49.939520 UTC,2026-03-02 19:42:49.942044 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:43:50.869978 UTC,2026-03-02 19:43:50.872605 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:43:51.821772 UTC,2026-03-02 19:43:51.824641 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:43:52.767732 UTC,2026-03-02 19:43:52.770507 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:43:53.710727 UTC,2026-03-02 19:43:53.713487 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:43:54.656464 UTC,2026-03-02 19:43:54.659270 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:43:55.595422 UTC,2026-03-02 19:43:55.598203 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:43:56.560958 UTC,2026-03-02 19:43:56.563602 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:43:57.512920 UTC,2026-03-02 19:43:57.515482 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:43:58.447504 UTC,2026-03-02 19:43:58.449908 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:43:59.398895 UTC,2026-03-02 19:43:59.401594 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:45:00.328822 UTC,2026-03-02 19:45:00.331658 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:45:01.260211 UTC,2026-03-02 19:45:01.263138 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:45:02.209326 UTC,2026-03-02 19:45:02.211813 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:45:03.144784 UTC,2026-03-02 19:45:03.147601 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:45:04.073415 UTC,2026-03-02 19:45:04.076219 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:45:05.020373 UTC,2026-03-02 19:45:05.023084 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:45:05.973692 UTC,2026-03-02 19:45:05.976421 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:45:06.930216 UTC,2026-03-02 19:45:06.932882 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:45:07.861862 UTC,2026-03-02 19:45:07.864715 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:45:08.828813 UTC,2026-03-02 19:45:08.831828 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:46:09.789653 UTC,2026-03-02 19:46:09.792924 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:46:10.732407 UTC,2026-03-02 19:46:10.735499 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:46:11.695031 UTC,2026-03-02 19:46:11.697885 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:46:12.623797 UTC,2026-03-02 19:46:12.626595 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:46:13.577497 UTC,2026-03-02 19:46:13.579929 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:46:14.532481 UTC,2026-03-02 19:46:14.535197 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:46:15.474215 UTC,2026-03-02 19:46:15.476996 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:46:16.407322 UTC,2026-03-02 19:46:16.410026 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:46:17.351366 UTC,2026-03-02 19:46:17.354209 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:46:18.291347 UTC,2026-03-02 19:46:18.294136 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:47:19.223684 UTC,2026-03-02 19:47:19.226448 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:36:13.000000 UTC,2026-03-02 20:47:20.172192 UTC,2026-03-02 19:47:20.175468 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:47:21.128200 UTC,2026-03-02 19:47:21.130515 UTC
Wroclaw,7.47,71,Clouds,overcast clouds,3.13,2026-03-02 20:36:03.000000 UTC,2026-03-02 20:47:22.058194 UTC,2026-03-02 19:47:22.060913 UTC
Poznan,6.79,75,Clear,clear sky,1.03,2026-03-02 20:34:47.000000 UTC,2026-03-02 20:47:22.988003 UTC,2026-03-02 19:47:22.990894 UTC
Gdansk,6.51,78,Clouds,broken clouds,1.54,2026-03-02 20:34:13.000000 UTC,2026-03-02 20:47:23.927315 UTC,2026-03-02 19:47:23.930085 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.24,2026-03-02 20:38:09.000000 UTC,2026-03-02 20:47:24.860079 UTC,2026-03-02 19:47:24.862973 UTC
Bydgoszcz,6.17,77,Clear,clear sky,1.03,2026-03-02 20:38:10.000000 UTC,2026-03-02 20:47:25.805356 UTC,2026-03-02 19:47:25.808336 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:38:11.000000 UTC,2026-03-02 20:47:26.779291 UTC,2026-03-02 19:47:26.781892 UTC
Bialystok,6.46,75,Clouds,overcast clouds,1.79,2026-03-02 20:38:02.000000 UTC,2026-03-02 20:47:27.724207 UTC,2026-03-02 19:47:27.726854 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:48:28.689220 UTC,2026-03-02 19:48:28.692559 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:43:46.000000 UTC,2026-03-02 20:48:29.621890 UTC,2026-03-02 19:48:29.624760 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:48:30.565656 UTC,2026-03-02 19:48:30.568572 UTC
Wroclaw,6.44,80,Clouds,overcast clouds,2.54,2026-03-02 20:43:54.000000 UTC,2026-03-02 20:48:31.502246 UTC,2026-03-02 19:48:31.505156 UTC
Poznan,4.9,84,Clear,clear sky,1.03,2026-03-02 20:45:02.000000 UTC,2026-03-02 20:48:32.448903 UTC,2026-03-02 19:48:32.451672 UTC
Gdansk,6.51,77,Clouds,broken clouds,1.54,2026-03-02 20:48:33.000000 UTC,2026-03-02 20:48:33.406215 UTC,2026-03-02 19:48:33.408958 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.68,2026-03-02 20:48:19.000000 UTC,2026-03-02 20:48:34.346905 UTC,2026-03-02 19:48:34.349713 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:47:07.000000 UTC,2026-03-02 20:48:35.294602 UTC,2026-03-02 19:48:35.297567 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:47:01.000000 UTC,2026-03-02 20:48:36.233111 UTC,2026-03-02 19:48:36.235959 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 20:44:48.000000 UTC,2026-03-02 20:48:37.179779 UTC,2026-03-02 19:48:37.182621 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:49:38.127948 UTC,2026-03-02 19:49:38.131132 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:43:46.000000 UTC,2026-03-02 20:49:39.064006 UTC,2026-03-02 19:49:39.066852 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:49:40.004202 UTC,2026-03-02 19:49:40.007201 UTC
Wroclaw,6.44,80,Clouds,overcast clouds,2.54,2026-03-02 20:43:54.000000 UTC,2026-03-02 20:49:40.955749 UTC,2026-03-02 19:49:40.958743 UTC
Poznan,4.9,84,Clear,clear sky,1.03,2026-03-02 20:45:02.000000 UTC,2026-03-02 20:49:41.903206 UTC,2026-03-02 19:49:41.906106 UTC
Gdansk,6.51,77,Clouds,broken clouds,1.54,2026-03-02 20:48:33.000000 UTC,2026-03-02 20:49:42.840300 UTC,2026-03-02 19:49:42.842710 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.68,2026-03-02 20:48:19.000000 UTC,2026-03-02 20:49:43.770528 UTC,2026-03-02 19:49:43.773335 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:47:07.000000 UTC,2026-03-02 20:49:44.719365 UTC,2026-03-02 19:49:44.722145 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:47:01.000000 UTC,2026-03-02 20:49:45.661150 UTC,2026-03-02 19:49:45.664113 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 20:44:48.000000 UTC,2026-03-02 20:49:46.609238 UTC,2026-03-02 19:49:46.611787 UTC
Warsaw,7.65,63,Clear,clear sky,2.57,2026-03-02 20:40:00.000000 UTC,2026-03-02 20:50:47.564714 UTC,2026-03-02 19:50:47.567771 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:43:46.000000 UTC,2026-03-02 20:50:48.504844 UTC,2026-03-02 19:50:48.507714 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:50:49.439757 UTC,2026-03-02 19:50:49.442750 UTC
Wroclaw,6.44,80,Clouds,overcast clouds,2.54,2026-03-02 20:43:54.000000 UTC,2026-03-02 20:50:50.388227 UTC,2026-03-02 19:50:50.391383 UTC
Poznan,4.9,84,Clear,clear sky,1.03,2026-03-02 20:45:02.000000 UTC,2026-03-02 20:50:51.330888 UTC,2026-03-02 19:50:51.333854 UTC
Gdansk,6.51,77,Clouds,broken clouds,1.54,2026-03-02 20:48:33.000000 UTC,2026-03-02 20:50:52.259339 UTC,2026-03-02 19:50:52.262282 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.68,2026-03-02 20:48:19.000000 UTC,2026-03-02 20:50:53.204527 UTC,2026-03-02 19:50:53.207626 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:47:07.000000 UTC,2026-03-02 20:50:54.152311 UTC,2026-03-02 19:50:54.155484 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:47:01.000000 UTC,2026-03-02 20:50:55.097377 UTC,2026-03-02 19:50:55.100525 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 20:44:48.000000 UTC,2026-03-02 20:50:56.035501 UTC,2026-03-02 19:50:56.038429 UTC
Warsaw,7.19,62,Clear,clear sky,2.57,2026-03-02 20:51:57.000000 UTC,2026-03-02 20:51:56.994096 UTC,2026-03-02 19:51:56.997230 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:43:46.000000 UTC,2026-03-02 20:51:57.938085 UTC,2026-03-02 19:51:57.940921 UTC
Lodz,4.95,74,Clouds,scattered clouds,0.51,2026-03-02 20:39:08.000000 UTC,2026-03-02 20:51:58.870790 UTC,2026-03-02 19:51:58.873589 UTC
Wroclaw,6.44,80,Clouds,overcast clouds,2.54,2026-03-02 20:43:54.000000 UTC,2026-03-02 20:51:59.801072 UTC,2026-03-02 19:51:59.803804 UTC
Poznan,4.9,84,Clear,clear sky,1.03,2026-03-02 20:45:02.000000 UTC,2026-03-02 20:52:00.757170 UTC,2026-03-02 19:52:00.759382 UTC
Gdansk,6.51,77,Clouds,broken clouds,1.54,2026-03-02 20:48:33.000000 UTC,2026-03-02 20:52:01.687332 UTC,2026-03-02 19:52:01.690078 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.68,2026-03-02 20:48:19.000000 UTC,2026-03-02 20:52:02.638713 UTC,2026-03-02 19:52:02.641560 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:47:07.000000 UTC,2026-03-02 20:52:03.579575 UTC,2026-03-02 19:52:03.582429 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:47:01.000000 UTC,2026-03-02 20:52:04.509569 UTC,2026-03-02 19:52:04.512256 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 20:44:48.000000 UTC,2026-03-02 20:52:05.437983 UTC,2026-03-02 19:52:05.440641 UTC
Warsaw,7.19,62,Clear,clear sky,2.57,2026-03-02 20:51:57.000000 UTC,2026-03-02 20:53:06.374989 UTC,2026-03-02 19:53:06.377839 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:43:46.000000 UTC,2026-03-02 20:53:07.310359 UTC,2026-03-02 19:53:07.313279 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:50:02.000000 UTC,2026-03-02 20:53:08.267723 UTC,2026-03-02 19:53:08.270179 UTC
Wroclaw,6.44,80,Clouds,overcast clouds,2.54,2026-03-02 20:43:54.000000 UTC,2026-03-02 20:53:09.206728 UTC,2026-03-02 19:53:09.209408 UTC
Poznan,4.9,84,Clear,clear sky,1.03,2026-03-02 20:45:02.000000 UTC,2026-03-02 20:53:10.138645 UTC,2026-03-02 19:53:10.141496 UTC
Gdansk,6.51,77,Clouds,broken clouds,1.54,2026-03-02 20:48:33.000000 UTC,2026-03-02 20:53:11.079528 UTC,2026-03-02 19:53:11.082412 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.68,2026-03-02 20:48:19.000000 UTC,2026-03-02 20:53:12.030183 UTC,2026-03-02 19:53:12.032889 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:47:07.000000 UTC,2026-03-02 20:53:12.968082 UTC,2026-03-02 19:53:12.970814 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:47:01.000000 UTC,2026-03-02 20:53:13.907906 UTC,2026-03-02 19:53:13.910620 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 20:44:48.000000 UTC,2026-03-02 20:53:14.873545 UTC,2026-03-02 19:53:14.876348 UTC
Warsaw,7.19,62,Clear,clear sky,2.57,2026-03-02 20:51:57.000000 UTC,2026-03-02 20:54:15.824677 UTC,2026-03-02 19:54:15.827741 UTC
Krakow,5.56,35,Clear,clear sky,1.54,2026-03-02 20:43:46.000000 UTC,2026-03-02 20:54:16.794263 UTC,2026-03-02 19:54:16.797056 UTC
Lodz,5.18,73,Clouds,scattered clouds,0.51,2026-03-02 20:50:02.000000 UTC,2026-03-02 20:54:17.735846 UTC,2026-03-02 19:54:17.738810 UTC
Wroclaw,6.44,80,Clouds,overcast clouds,2.54,2026-03-02 20:43:54.000000 UTC,2026-03-02 20:54:18.677258 UTC,2026-03-02 19:54:18.680428 UTC
Poznan,4.9,84,Clear,clear sky,1.03,2026-03-02 20:45:02.000000 UTC,2026-03-02 20:54:19.642161 UTC,2026-03-02 19:54:19.645339 UTC
Gdansk,6.51,77,Clouds,broken clouds,1.54,2026-03-02 20:48:33.000000 UTC,2026-03-02 20:54:20.615983 UTC,2026-03-02 19:54:20.622214 UTC
Szczecin,7.06,86,Clouds,overcast clouds,2.68,2026-03-02 20:48:19.000000 UTC,2026-03-02 20:54:21.569030 UTC,2026-03-02 19:54:21.572627 UTC
Bydgoszcz,6.14,77,Clear,clear sky,1.03,2026-03-02 20:47:07.000000 UTC,2026-03-02 20:54:22.523246 UTC,2026-03-02 19:54:22.526202 UTC
Lublin,5.14,88,Clouds,few clouds,5.81,2026-03-02 20:47:01.000000 UTC,2026-03-02 20:54:23.463687 UTC,2026-03-02 19:54:23.466285 UTC
Bialystok,6.46,74,Clouds,overcast clouds,2.24,2026-03-02 20:44:48.000000 UTC,2026-03-02 20:54:24.406679 UTC,2026-03-02 19:54:24.409458 UTC
Warsaw,7.19,62,Clear,clear sky,2.57,2026-03-02 20:51:57.000000 UTC,2026-03-02 20:55:25.354448 UTC,2026-03-02 19:55:25.357609 UTC
