city,temperature,humidity,weather_main,weather_description,wind_speed,api_timestamp,ingestion_timestamp,processing_timestamp
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:00:11.000000 UTC,2026-03-02 15:04:48.635630 UTC,2026-03-02 14:04:48.639108 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:00:11.000000 UTC,2026-03-02 15:05:58.090479 UTC,2026-03-02 14:05:58.094155 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:00:11.000000 UTC,2026-03-02 15:07:07.823638 UTC,2026-03-02 14:07:07.826524 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:00:11.000000 UTC,2026-03-02 15:08:17.349388 UTC,2026-03-02 14:08:17.353310 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:00:11.000000 UTC,2026-03-02 15:09:26.896692 UTC,2026-03-02 14:09:26.900247 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:10:36.468129 UTC,2026-03-02 14:10:36.471179 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:11:45.922676 UTC,2026-03-02 14:11:45.925484 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:12:55.439406 UTC,2026-03-02 14:12:55.442564 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:14:05.044223 UTC,2026-03-02 14:14:05.047555 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:15:14.559562 UTC,2026-03-02 14:15:14.562746 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:16:24.000548 UTC,2026-03-02 14:16:24.003690 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:17:33.553489 UTC,2026-03-02 14:17:33.556613 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:18:43.049420 UTC,2026-03-02 14:18:43.052514 UTC
Szczecin,12.64,67,Clouds,overcast clouds,3.13,2026-03-02 15:05:46.000000 UTC,2026-03-02 15:19:52.576823 UTC,2026-03-02 14:19:52.579729 UTC
Szczecin,12.64,67,Clouds,overcast clouds,2.68,2026-03-02 15:19:01.000000 UTC,2026-03-02 15:21:02.091470 UTC,2026-03-02 14:21:02.094091 UTC
Szczecin,12.64,67,Clouds,overcast clouds,2.68,2026-03-02 15:19:01.000000 UTC,2026-03-02 15:22:11.530976 UTC,2026-03-02 14:22:11.535069 UTC
Szczecin,12.64,67,Clouds,overcast clouds,2.68,2026-03-02 15:19:01.000000 UTC,2026-03-02 15:23:21.090663 UTC,2026-03-02 14:23:21.093413 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:37:21.838362 UTC,2026-03-02 12:37:21.840892 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:38:31.314087 UTC,2026-03-02 12:38:31.316981 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:39:40.838512 UTC,2026-03-02 12:39:40.841432 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:40:50.366392 UTC,2026-03-02 12:40:50.369080 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:41:59.849008 UTC,2026-03-02 12:41:59.852190 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:43:09.457703 UTC,2026-03-02 12:43:09.460658 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:44:18.973059 UTC,2026-03-02 12:44:18.976119 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:45:28.453430 UTC,2026-03-02 12:45:28.456342 UTC
Szczecin,11.27,70,Clouds,overcast clouds,3.13,2026-03-02 13:35:08.000000 UTC,2026-03-02 13:46:37.839894 UTC,2026-03-02 12:46:37.842828 UTC
Szczecin,11.56,70,Clouds,overcast clouds,2.68,2026-03-02 13:45:50.000000 UTC,2026-03-02 13:47:47.272429 UTC,2026-03-02 12:47:47.275344 UTC
Szczecin,11.56,70,Clouds,overcast clouds,2.68,2026-03-02 13:45:50.000000 UTC,2026-03-02 13:48:56.693407 UTC,2026-03-02 12:48:56.695793 UTC
Szczecin,11.56,70,Clouds,overcast clouds,2.68,2026-03-02 13:45:50.000000 UTC,2026-03-02 13:50:06.270534 UTC,2026-03-02 12:50:06.273224 UTC
Szczecin,11.56,70,Clouds,overcast clouds,2.68,2026-03-02 13:45:50.000000 UTC,2026-03-02 13:51:15.852643 UTC,2026-03-02 12:51:15.855759 UTC
Szczecin,11.56,70,Clouds,overcast clouds,2.68,2026-03-02 13:45:50.000000 UTC,2026-03-02 13:52:25.294491 UTC,2026-03-02 12:52:25.296956 UTC
Szczecin,11.56,70,Clouds,overcast clouds,2.68,2026-03-02 13:45:50.000000 UTC,2026-03-02 13:53:34.688335 UTC,2026-03-02 12:53:34.691162 UTC
Szczecin,11.56,70,Clouds,overcast clouds,2.68,2026-03-02 13:45:50.000000 UTC,2026-03-02 13:54:44.543029 UTC,2026-03-02 12:54:44.545723 UTC
Szczecin,11.56,70,Clouds,overcast clouds,2.68,2026-03-02 13:45:50.000000 UTC,2026-03-02 13:55:54.188423 UTC,2026-03-02 12:55:54.191207 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 13:57:03.851896 UTC,2026-03-02 12:57:03.854869 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 13:58:13.406940 UTC,2026-03-02 12:58:13.409904 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 13:59:23.104070 UTC,2026-03-02 12:59:23.106950 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 14:00:32.763772 UTC,2026-03-02 13:00:32.766697 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 14:01:42.364697 UTC,2026-03-02 13:01:42.367680 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 14:02:52.134422 UTC,2026-03-02 13:02:52.137043 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 14:04:01.798150 UTC,2026-03-02 13:04:01.801104 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 14:05:11.412172 UTC,2026-03-02 13:05:11.414823 UTC
Szczecin,11.73,68,Clouds,overcast clouds,2.68,2026-03-02 13:53:28.000000 UTC,2026-03-02 14:06:21.045578 UTC,2026-03-02 13:06:21.048623 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:07:30.670381 UTC,2026-03-02 13:07:30.673348 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:08:40.245459 UTC,2026-03-02 13:08:40.248156 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:09:49.914312 UTC,2026-03-02 13:09:49.917326 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:10:59.577852 UTC,2026-03-02 13:10:59.580966 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:12:09.241399 UTC,2026-03-02 13:12:09.244045 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:13:18.994510 UTC,2026-03-02 13:13:18.997643 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:14:28.538664 UTC,2026-03-02 13:14:28.541732 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:15:38.351802 UTC,2026-03-02 13:15:38.354480 UTC
Szczecin,11.99,66,Clouds,overcast clouds,2.68,2026-03-02 14:06:05.000000 UTC,2026-03-02 14:16:48.072556 UTC,2026-03-02 13:16:48.075554 UTC
Szczecin,12.53,67,Clouds,overcast clouds,3.13,2026-03-02 14:16:29.000000 UTC,2026-03-02 14:17:57.684803 UTC,2026-03-02 13:17:57.687739 UTC
Szczecin,12.53,67,Clouds,overcast clouds,3.13,2026-03-02 14:16:29.000000 UTC,2026-03-02 14:19:07.402356 UTC,2026-03-02 13:19:07.405460 UTC
Szczecin,12.53,67,Clouds,overcast clouds,3.13,2026-03-02 14:16:29.000000 UTC,2026-03-02 14:20:16.957636 UTC,2026-03-02 13:20:16.960497 UTC
Szczecin,12.53,67,Clouds,overcast clouds,3.13,2026-03-02 14:16:29.000000 UTC,2026-03-02 14:21:26.511577 UTC,2026-03-02 13:21:26.514514 UTC
Szczecin,12.53,67,Clouds,overcast clouds,3.13,2026-03-02 14:16:29.000000 UTC,2026-03-02 14:22:36.036618 UTC,2026-03-02 13:22:36.039096 UTC
Bialystok,9.05,67,Clouds,scattered clouds,3.58,2026-03-02 13:17:56.000000 UTC,2026-03-02 13:22:20.804634 UTC,2026-03-02 12:22:20.807837 UTC
Bialystok,9.05,67,Clouds,scattered clouds,3.58,2026-03-02 13:17:56.000000 UTC,2026-03-02 13:23:30.309265 UTC,2026-03-02 12:23:30.312062 UTC
Bialystok,9.05,67,Clouds,scattered clouds,3.58,2026-03-02 13:17:56.000000 UTC,2026-03-02 13:24:39.821149 UTC,2026-03-02 12:24:39.823896 UTC
Bialystok,9.05,67,Clouds,scattered clouds,3.58,2026-03-02 13:17:56.000000 UTC,2026-03-02 13:25:49.440376 UTC,2026-03-02 12:25:49.443504 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:26:58.988255 UTC,2026-03-02 12:26:58.990861 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:28:08.531274 UTC,2026-03-02 12:28:08.534292 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:29:18.099346 UTC,2026-03-02 12:29:18.102062 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:30:27.599096 UTC,2026-03-02 12:30:27.602367 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:31:37.110224 UTC,2026-03-02 12:31:37.112846 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:32:46.644943 UTC,2026-03-02 12:32:46.647979 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:33:56.139286 UTC,2026-03-02 12:33:56.141882 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:35:05.619561 UTC,2026-03-02 12:35:05.622534 UTC
Bialystok,9.05,67,Clouds,scattered clouds,4.02,2026-03-02 13:25:00.000000 UTC,2026-03-02 13:36:15.149999 UTC,2026-03-02 12:36:15.153019 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:20:55.000000 UTC,2026-03-02 15:24:25.851398 UTC,2026-03-02 14:24:25.854373 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:20:55.000000 UTC,2026-03-02 15:25:35.347402 UTC,2026-03-02 14:25:35.350687 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:20:55.000000 UTC,2026-03-02 15:26:45.086381 UTC,2026-03-02 14:26:45.089469 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:27:54.621320 UTC,2026-03-02 14:27:54.624474 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:29:04.081665 UTC,2026-03-02 14:29:04.084599 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:30:13.427186 UTC,2026-03-02 14:30:13.429933 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:31:22.859720 UTC,2026-03-02 14:31:22.862451 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:32:32.256493 UTC,2026-03-02 14:32:32.259712 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:33:41.766577 UTC,2026-03-02 14:33:41.769354 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:34:51.150946 UTC,2026-03-02 14:34:51.153541 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:36:00.599707 UTC,2026-03-02 14:36:00.602749 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:26:43.000000 UTC,2026-03-02 15:37:10.131798 UTC,2026-03-02 14:37:10.134879 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:38:19.552458 UTC,2026-03-02 14:38:19.555637 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:39:28.964518 UTC,2026-03-02 14:39:28.967491 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:40:38.298639 UTC,2026-03-02 14:40:38.301278 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:41:47.704405 UTC,2026-03-02 14:41:47.707309 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:42:57.094028 UTC,2026-03-02 14:42:57.097038 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:44:06.533442 UTC,2026-03-02 14:44:06.536572 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:45:15.953314 UTC,2026-03-02 14:45:15.956319 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:46:25.502517 UTC,2026-03-02 14:46:25.506151 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:37:15.000000 UTC,2026-03-02 15:47:34.979891 UTC,2026-03-02 14:47:34.982480 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:43:56.000000 UTC,2026-03-02 15:48:44.455585 UTC,2026-03-02 14:48:44.458291 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:43:56.000000 UTC,2026-03-02 15:49:53.898170 UTC,2026-03-02 14:49:53.900888 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:43:56.000000 UTC,2026-03-02 15:51:03.216973 UTC,2026-03-02 14:51:03.219822 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:43:56.000000 UTC,2026-03-02 15:52:12.578071 UTC,2026-03-02 14:52:12.580723 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:43:56.000000 UTC,2026-03-02 15:53:21.978287 UTC,2026-03-02 14:53:21.981551 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:43:56.000000 UTC,2026-03-02 15:54:31.312415 UTC,2026-03-02 14:54:31.315358 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:43:56.000000 UTC,2026-03-02 15:55:41.643907 UTC,2026-03-02 14:55:41.646738 UTC
Krakow,10.0,26,Clouds,scattered clouds,1.03,2026-03-02 15:43:56.000000 UTC,2026-03-02 15:56:50.951581 UTC,2026-03-02 14:56:50.954532 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 15:58:00.542716 UTC,2026-03-02 14:58:00.545547 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 15:59:10.089673 UTC,2026-03-02 14:59:10.092669 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 16:00:19.586381 UTC,2026-03-02 15:00:19.589068 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 16:01:29.196878 UTC,2026-03-02 15:01:29.199758 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 16:02:38.635510 UTC,2026-03-02 15:02:38.638501 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 16:03:48.056389 UTC,2026-03-02 15:03:48.059103 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 16:04:57.436348 UTC,2026-03-02 15:04:57.439304 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 16:06:06.868101 UTC,2026-03-02 15:06:06.870960 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 15:53:35.000000 UTC,2026-03-02 16:07:16.320106 UTC,2026-03-02 15:07:16.323095 UTC
Krakow,9.99,30,Clouds,scattered clouds,2.06,2026-03-02 13:16:09.000000 UTC,2026-03-02 13:22:13.195554 UTC,2026-03-02 12:22:13.198476 UTC
Krakow,10.54,27,Clouds,scattered clouds,1.54,2026-03-02 14:14:15.000000 UTC,2026-03-02 14:23:41.150098 UTC,2026-03-02 13:23:41.153106 UTC
Krakow,10.54,27,Clouds,scattered clouds,1.54,2026-03-02 14:14:15.000000 UTC,2026-03-02 14:24:50.625226 UTC,2026-03-02 13:24:50.628706 UTC
Krakow,10.54,27,Clouds,scattered clouds,1.54,2026-03-02 14:14:15.000000 UTC,2026-03-02 14:26:00.065858 UTC,2026-03-02 13:26:00.068640 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:27:09.488303 UTC,2026-03-02 13:27:09.491457 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:28:18.942986 UTC,2026-03-02 13:28:18.946022 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:29:28.472251 UTC,2026-03-02 13:29:28.475226 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:30:38.089124 UTC,2026-03-02 13:30:38.092694 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:31:47.770813 UTC,2026-03-02 13:31:47.773923 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:32:58.231128 UTC,2026-03-02 13:32:58.233688 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:34:07.678887 UTC,2026-03-02 13:34:07.681812 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:35:17.092457 UTC,2026-03-02 13:35:17.095265 UTC
Krakow,10.52,27,Clouds,scattered clouds,1.54,2026-03-02 14:26:36.000000 UTC,2026-03-02 14:36:26.582666 UTC,2026-03-02 13:36:26.585734 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:37:35.995916 UTC,2026-03-02 13:37:35.998848 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:38:45.412900 UTC,2026-03-02 13:38:45.415887 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:39:54.870816 UTC,2026-03-02 13:39:54.873855 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:41:04.294011 UTC,2026-03-02 13:41:04.297185 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:42:13.767150 UTC,2026-03-02 13:42:13.769807 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:43:23.207288 UTC,2026-03-02 13:43:23.210309 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:44:32.626280 UTC,2026-03-02 13:44:32.629276 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:45:42.026502 UTC,2026-03-02 13:45:42.029384 UTC
Krakow,9.98,27,Clouds,scattered clouds,1.03,2026-03-02 14:36:48.000000 UTC,2026-03-02 14:46:51.491131 UTC,2026-03-02 13:46:51.494523 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:47:38.000000 UTC,2026-03-02 14:48:00.959498 UTC,2026-03-02 13:48:00.962195 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:47:38.000000 UTC,2026-03-02 14:54:18.678365 UTC,2026-03-02 13:54:18.682698 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:47:38.000000 UTC,2026-03-02 14:55:28.126052 UTC,2026-03-02 13:55:28.129786 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:47:38.000000 UTC,2026-03-02 14:56:37.554064 UTC,2026-03-02 13:56:37.557561 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:46:01.000000 UTC,2026-03-02 14:57:47.054574 UTC,2026-03-02 13:57:47.058116 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:46:01.000000 UTC,2026-03-02 14:58:56.541816 UTC,2026-03-02 13:58:56.545470 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:00:05.983062 UTC,2026-03-02 14:00:05.986445 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:01:15.498337 UTC,2026-03-02 14:01:15.501601 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:02:24.957417 UTC,2026-03-02 14:02:24.960657 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:03:34.425154 UTC,2026-03-02 14:03:34.428272 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:04:43.908643 UTC,2026-03-02 14:04:43.912189 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:05:53.353616 UTC,2026-03-02 14:05:53.356491 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:07:02.902959 UTC,2026-03-02 14:07:02.906162 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:08:12.582655 UTC,2026-03-02 14:08:12.586650 UTC
Krakow,9.99,27,Clouds,scattered clouds,1.03,2026-03-02 14:58:43.000000 UTC,2026-03-02 15:09:22.088237 UTC,2026-03-02 14:09:22.091074 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:10:31.674969 UTC,2026-03-02 14:10:31.677780 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:11:41.191966 UTC,2026-03-02 14:11:41.195998 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:12:50.705974 UTC,2026-03-02 14:12:50.709191 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:14:00.231608 UTC,2026-03-02 14:14:00.234505 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:15:09.775951 UTC,2026-03-02 14:15:09.779351 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:16:19.267825 UTC,2026-03-02 14:16:19.271596 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:17:28.793619 UTC,2026-03-02 14:17:28.796646 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:18:38.286708 UTC,2026-03-02 14:18:38.289873 UTC
Krakow,10.0,27,Clouds,scattered clouds,2.57,2026-03-02 15:10:00.000000 UTC,2026-03-02 15:19:47.826695 UTC,2026-03-02 14:19:47.829927 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:20:55.000000 UTC,2026-03-02 15:20:57.336392 UTC,2026-03-02 14:20:57.339505 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:20:55.000000 UTC,2026-03-02 15:22:06.779372 UTC,2026-03-02 14:22:06.783990 UTC
Krakow,10.0,26,Clouds,scattered clouds,2.57,2026-03-02 15:20:55.000000 UTC,2026-03-02 15:23:16.326450 UTC,2026-03-02 14:23:16.329290 UTC
Krakow,9.99,30,Clouds,scattered clouds,2.06,2026-03-02 13:16:09.000000 UTC,2026-03-02 13:23:22.704415 UTC,2026-03-02 12:23:22.707105 UTC
Krakow,9.99,30,Clouds,scattered clouds,2.06,2026-03-02 13:16:09.000000 UTC,2026-03-02 13:24:32.200014 UTC,2026-03-02 12:24:32.203019 UTC
